Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,collection_site_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,habitat_type,Instrument,isolate,latitude,Library Name,LibraryLayout,LibrarySelection,LibrarySource,longitude,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,standard_length_mm,tissue,create_date,version,total_length_mm
SRR8354570,RAD-Seq,90,122633280,PRJNA510810,SAMN10616232,Model organism or animal,79193192,OREGON STATE UNIVERSITY,28/07/2012,Fish Pot (Bluefields),public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Jamaica (2012),SRX5165323,Coral Reef,Illumina HiSeq 2500,Jam13_12,,EKB_473_SbfI,SINGLE,Reduced Representation,GENOMIC,,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_473,female,SRP173940,205,muscle,2018-12-19T14:02:00Z,1,272
SRR8354571,RAD-Seq,90,110827170,PRJNA510810,SAMN10616188,Model organism or animal,71200366,OREGON STATE UNIVERSITY,05/10/2013,La Caleta MPA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Dominican Republic (2013),SRX5165322,Coral Reef,Illumina HiSeq 2500,Dom13_4,18.441539,EKB_532_SbfI,SINGLE,Reduced Representation,GENOMIC,-69.693642,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_532,not determined,SRP173940,260,muscle,2018-12-19T14:02:00Z,1,200
SRR8354572,RAD-Seq,90,121769730,PRJNA510810,SAMN10616187,Model organism or animal,78975487,OREGON STATE UNIVERSITY,20/10/2013,SOSUA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Dominican Republic (2013),SRX5165321,Coral Reef,Illumina HiSeq 2500,Dom13_3,19.768483,EKB_531_SbfI,SINGLE,Reduced Representation,GENOMIC,-70.561467,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_531,not determined,SRP173940,260,muscle,2018-12-19T14:02:00Z,1,350
SRR8354573,RAD-Seq,90,156351420,PRJNA510810,SAMN10616186,Model organism or animal,100916568,OREGON STATE UNIVERSITY,05/10/2013,La Caleta MPA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Dominican Republic (2013),SRX5165320,Coral Reef,Illumina HiSeq 2500,Dom13_2,18.4411,EKB_530_SbfI,SINGLE,Reduced Representation,GENOMIC,-69.694067,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_530,not determined,SRP173940,310,muscle,2018-12-19T14:02:00Z,1,240
SRR8354574,RAD-Seq,90,139971600,PRJNA510810,SAMN10616185,Model organism or animal,91263611,OREGON STATE UNIVERSITY,05/10/2013,La Caleta MPA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Dominican Republic (2013),SRX5165319,Coral Reef,Illumina HiSeq 2500,Dom13_1,18.4411,EKB_529_SbfI,SINGLE,Reduced Representation,GENOMIC,-69.694067,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_529,not determined,SRP173940,270,muscle,2018-12-19T14:02:00Z,1,210
SRR8354575,RAD-Seq,90,115569990,PRJNA510810,SAMN10616192,Model organism or animal,74349539,OREGON STATE UNIVERSITY,12/10/2013,Las Galeras Samana,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Dominican Republic (2013),SRX5165318,Coral Reef,Illumina HiSeq 2500,Dom13_8,19.17474,EKB_536_SbfI,SINGLE,Reduced Representation,GENOMIC,-69.11902,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_536,not determined,SRP173940,320,muscle,2018-12-19T14:02:00Z,1,240
SRR8354576,RAD-Seq,90,113322240,PRJNA510810,SAMN10616191,Model organism or animal,72729970,OREGON STATE UNIVERSITY,22/09/2013,BAYAHIBE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Dominican Republic (2013),SRX5165317,Patch Reef,Illumina HiSeq 2500,Dom13_7,18.3431,EKB_535_SbfI,SINGLE,Reduced Representation,GENOMIC,-68.83381,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_535,not determined,SRP173940,224,muscle,2018-12-19T14:02:00Z,1,288
SRR8354577,RAD-Seq,90,95708790,PRJNA510810,SAMN10616190,Model organism or animal,62140778,OREGON STATE UNIVERSITY,22/09/2013,BAYAHIBE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Dominican Republic (2013),SRX5165316,Patch Reef,Illumina HiSeq 2500,Dom13_6,18.3431,EKB_534_SbfI,SINGLE,Reduced Representation,GENOMIC,-68.83381,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_534,not determined,SRP173940,216,muscle,2018-12-19T14:02:00Z,1,285
SRR8354578,RAD-Seq,90,97032510,PRJNA510810,SAMN10616189,Model organism or animal,61876448,OREGON STATE UNIVERSITY,05/10/2013,La Caleta MPA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Dominican Republic (2013),SRX5165315,Coral Reef,Illumina HiSeq 2500,Dom13_5,18.441539,EKB_533_SbfI,SINGLE,Reduced Representation,GENOMIC,-69.693642,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_533,not determined,SRP173940,270,muscle,2018-12-19T14:02:00Z,1,200
SRR8354579,RAD-Seq,90,119349360,PRJNA510810,SAMN10616230,Model organism or animal,78085460,OREGON STATE UNIVERSITY,29/07/2012,English Reef,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Jamaica (2012),SRX5165314,Coral Reef,Illumina HiSeq 2500,Jam13_10,,EKB_471_SbfI,SINGLE,Reduced Representation,GENOMIC,,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_471,male,SRP173940,221,muscle,2018-12-19T14:02:00Z,1,294
SRR8354580,RAD-Seq,90,146297340,PRJNA510810,SAMN10616229,Model organism or animal,94719478,OREGON STATE UNIVERSITY,13/07/2012,East Fore Reef,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Jamaica (2012),SRX5165313,Coral Reef,Illumina HiSeq 2500,Jam13_07,,EKB_468_SbfI,SINGLE,Reduced Representation,GENOMIC,,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_468,male,SRP173940,267,muscle,2018-12-19T14:02:00Z,1,353
SRR8354581,RAD-Seq,90,145534770,PRJNA510810,SAMN10616228,Model organism or animal,95605067,OREGON STATE UNIVERSITY,17/07/2012,Dairy Bull,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Jamaica (2012),SRX5165312,Coral Reef,Illumina HiSeq 2500,Jam13_03,18.473376,EKB_464_SbfI,SINGLE,Reduced Representation,GENOMIC,-77.387518,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_464,male,SRP173940,222,muscle,2018-12-19T14:02:00Z,1,296
SRR8354582,RAD-Seq,90,169401600,PRJNA510810,SAMN10616227,Model organism or animal,108236746,OREGON STATE UNIVERSITY,23/10/2013,"Mangrove Bight, Guanaja Island",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Honduras (2013),SRX5165311,Coral Reef,Illumina HiSeq 2500,Hon13-24,16.3132,EKB_443_SbfI,SINGLE,Reduced Representation,GENOMIC,-85.5251,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_443,not determined,SRP173940,NA,muscle,2018-12-19T14:02:00Z,1,NA
SRR8354583,RAD-Seq,90,110644920,PRJNA510810,SAMN10616226,Model organism or animal,71457885,OREGON STATE UNIVERSITY,23/10/2013,"Mangrove Bight, Guanaja Island",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Honduras (2013),SRX5165310,Coral Reef,Illumina HiSeq 2500,Hon13-23,16.3132,EKB_442_SbfI,SINGLE,Reduced Representation,GENOMIC,-85.5251,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_442,not determined,SRP173940,NA,muscle,2018-12-19T14:02:00Z,1,NA
SRR8354584,RAD-Seq,90,105933600,PRJNA510810,SAMN10616225,Model organism or animal,68101395,OREGON STATE UNIVERSITY,23/10/2013,"Mangrove Bight, Guanaja Island",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,Honduras (2013),SRX5165309,Coral Reef,Illumina HiSeq 2500,Hon13-22,16.3132,EKB_441_SbfI,SINGLE,Reduced Representation,GENOMIC,-85.5251,Pterois volitans,ILLUMINA,2018-12-19T00:00:00Z,EKB_441,not determined,SRP173940,NA,muscle,2018-12-19T14:02:00Z,1,NA
