Run,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,BREED,Bytes,Center Name,collected_by,Collection_Date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_number,sample_type,sex,SRA Study,store_cond,strain,tissue,create_date,version,specimen_voucher,latitude,longitude
SRR2568054,OTHER,81,55671705,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151414,Model organism or animal,not collected,32958818,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,"Joseph DiBattista\, Michael Berumen\, Tane Sinclair-Taylor\, Brian Bowen\, Luiz Rocha\, Mark Priest\, and JP Hobbs",2013-09-29,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309413,Saudi Arabia,Asia,Saudi Arabia: Aqaba,Illumina HiSeq 2000,not collected,28.404 N 34.741 E,site09_Amph_rs5265_GGTTG-CAGATC,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site09_Amph_rs5265_GGTTG-CAGATC,28,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:38:00Z,1,CAS236772,28.404,34.741
SRR2568055,OTHER,81,100627677,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151415,Model organism or animal,not collected,62963117,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,"Joseph DiBattista\, Michael Berumen\, Tane Sinclair-Taylor\, Brian Bowen\, Luiz Rocha\, Mark Priest\, and JP Hobbs",2013-09-30,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309414,Saudi Arabia,Asia,Saudi Arabia: Aqaba,Illumina HiSeq 2000,not collected,28.404 N 34.741 E,site09_Amph_RS5420_ATACG-CAGATC,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site09_Amph_RS5420_ATACG-CAGATC,29,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:38:00Z,1,,28.404,34.741
SRR2568056,OTHER,81,63156996,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151416,Model organism or animal,not collected,38131826,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,"Joseph DiBattista\, Michael Berumen\, Tane Sinclair-Taylor\, Brian Bowen\, Luiz Rocha\, Mark Priest\, and JP Hobbs",2013-09-30,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309415,Saudi Arabia,Asia,Saudi Arabia: Aqaba,Illumina HiSeq 2000,not collected,28.404 N 34.741 E,site09_Amph_RS5421_GGTTG-ACTTGA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site09_Amph_RS5421_GGTTG-ACTTGA,30,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:38:00Z,1,,28.404,34.741
SRR2568057,OTHER,81,178493463,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151417,Model organism or animal,not collected,115125491,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,"Joseph DiBattista\, Michael Berumen\, Tane Sinclair-Taylor\, Brian Bowen\, Luiz Rocha\, Mark Priest\, and JP Hobbs",2013-09-30,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309416,Saudi Arabia,Asia,Saudi Arabia: Aqaba,Illumina HiSeq 2000,not collected,28.404 N 34.741 E,site09_Amph_RS5422_ATACG-ACTTGA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site09_Amph_RS5422_ATACG-ACTTGA,31,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:38:00Z,1,,28.404,34.741
SRR2568058,OTHER,81,93130398,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151418,Model organism or animal,not collected,57868006,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,"Joseph DiBattista\, Michael Berumen\, Tane Sinclair-Taylor\, Brian Bowen\, Luiz Rocha\, Mark Priest\, and JP Hobbs",2013-09-30,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309417,Saudi Arabia,Asia,Saudi Arabia: Aqaba,Illumina HiSeq 2000,not collected,28.404 N 34.741 E,site09_Amph_RS5423_GGTTG-GATCAG,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site09_Amph_RS5423_GGTTG-GATCAG,32,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:38:00Z,1,,28.404,34.741
SRR2568059,OTHER,81,37253439,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151390,Model organism or animal,not collected,29091932,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Hugo Harrison,2007-01-01,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309418,Oman,Asia,Oman,Illumina HiSeq 2000,not collected,16.969 N 55.085 E,omanensis_ACAGTC_GGTTG,SINGLE,Restriction Digest,GENOMIC,Amphiprion omanensis,ILLUMINA,2015-11-01T00:00:00Z,omanensis_ACAGTC-GGTTG,4,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T16:39:00Z,1,,16.969,55.085
SRR2568060,OTHER,81,66652551,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151419,Model organism or animal,not collected,41553111,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,"Joseph DiBattista\, Michael Berumen\, Tane Sinclair-Taylor\, Brian Bowen\, Luiz Rocha\, Mark Priest\, and JP Hobbs",2013-09-30,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309419,Saudi Arabia,Asia,Saudi Arabia: Aqaba,Illumina HiSeq 2000,not collected,28.404 N 34.741 E,site09_Amph_RS5431_GGTTG-TAGCTT,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site09_Amph_RS5431_GGTTG-TAGCTT,33,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:37:00Z,1,,28.404,34.741
SRR2568061,OTHER,81,201631518,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151420,Model organism or animal,not collected,132784434,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,"Joseph DiBattista\, Michael Berumen\, Tane Sinclair-Taylor\, Brian Bowen\, Luiz Rocha\, Mark Priest\, and JP Hobbs",2013-09-30,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309420,Saudi Arabia,Asia,Saudi Arabia: Aqaba,Illumina HiSeq 2000,not collected,28.404 N 34.741 E,site09_Amph_RS5432_ATACG-TAGCTT,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site09_Amph_RS5432_ATACG-TAGCTT,34,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:38:00Z,1,,28.404,34.741
SRR2568062,OTHER,81,64035765,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151421,Model organism or animal,not collected,39803177,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,"Joseph DiBattista\, Michael Berumen\, Tane Sinclair-Taylor\, Brian Bowen\, Luiz Rocha\, Mark Priest\, and JP Hobbs",2013-09-30,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309421,Saudi Arabia,Asia,Saudi Arabia: Aqaba,Illumina HiSeq 2000,not collected,28.404 N 34.741 E,site09_Amph_RS5433_GGTTG-GGCTAC,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site09_Amph_RS5433_GGTTG-GGCTAC,35,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:37:00Z,1,,28.404,34.741
SRR2568063,OTHER,81,218776950,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151422,Model organism or animal,not collected,143892669,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,"Joseph DiBattista\, Michael Berumen\, Tane Sinclair-Taylor\, Brian Bowen\, Luiz Rocha\, Mark Priest\, and JP Hobbs",2013-09-30,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309422,Saudi Arabia,Asia,Saudi Arabia: Aqaba,Illumina HiSeq 2000,not collected,28.404 N 34.741 E,site09_Amph_RS5434_ATACG-GGCTAC,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site09_Amph_RS5434_ATACG-GGCTAC,36,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:42:00Z,1,,28.404,34.741
SRR2568064,OTHER,81,71988264,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151423,Model organism or animal,not collected,45012168,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,"Joseph DiBattista\, Michael Berumen\, Tane Sinclair-Taylor\, Brian Bowen\, Luiz Rocha\, Mark Priest\, and JP Hobbs",2013-09-30,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309423,Saudi Arabia,Asia,Saudi Arabia: Aqaba,Illumina HiSeq 2000,not collected,28.404 N 34.741 E,site09_Amph_RS5435_GGTTG-CTTGTA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site09_Amph_RS5435_GGTTG-CTTGTA,37,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:41:00Z,1,,28.404,34.741
SRR2568065,OTHER,81,40874544,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151424,Model organism or animal,not collected,27085336,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Joseph DiBattista,2013-10-01,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309424,Saudi Arabia,Asia,Saudi Arabia: Aqaba,Illumina HiSeq 2000,not collected,28.404 N 34.741 E,site09_Amph_RS5643_ATACG-GATCAG,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site09_Amph_RS5643_ATACG-GATCAG,38,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:41:00Z,1,,28.404,34.741
SRR2568066,OTHER,81,66362571,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151425,Model organism or animal,not collected,44232662,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Joseph DiBattista,2013-10-01,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309425,Saudi Arabia,Asia,Saudi Arabia: Aqaba,Illumina HiSeq 2000,not collected,28.404 N 34.741 E,site09_Amph_RS5644_ATACG-CTTGTA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site09_Amph_RS5644_ATACG-CTTGTA,39,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:41:00Z,1,,28.404,34.741
SRR2568067,OTHER,81,86086719,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151426,Model organism or animal,not collected,52639618,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2011-08-09,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309426,Saudi Arabia,Asia,Saudi Arabia: Burcan,Illumina HiSeq 2000,not collected,27.91 N 35.065 E,site10_Amph_Bur10_GCATG-CAGATC,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site10_Amph_Bur10_GCATG-CAGATC,40,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:41:00Z,1,,27.91,35.065
SRR2568068,OTHER,81,45958590,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151427,Model organism or animal,not collected,28809873,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2011-08-09,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309427,Saudi Arabia,Asia,Saudi Arabia: Burcan,Illumina HiSeq 2000,not collected,27.91 N 35.065 E,site10_Amph_Bur11_AGCTA-CAGATC,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site10_Amph_Bur11_AGCTA-CAGATC,41,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:41:00Z,1,,27.91,35.065
SRR2568069,OTHER,81,78355107,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151428,Model organism or animal,not collected,49192380,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2011-08-09,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309428,Saudi Arabia,Asia,Saudi Arabia: Burcan,Illumina HiSeq 2000,not collected,27.91 N 35.065 E,site10_Amph_Bur12_GCATG-ACTTGA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site10_Amph_Bur12_GCATG-ACTTGA,42,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:40:00Z,1,,27.91,35.065
SRR2568070,OTHER,81,37033119,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151391,Model organism or animal,not collected,31966447,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Hugo Harrison,2007-01-01,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309429,Oman,Asia,Oman,Illumina HiSeq 2000,not collected,16.969 N 55.085 E,omanensis_TGACCA_ACTGG,SINGLE,Restriction Digest,GENOMIC,Amphiprion omanensis,ILLUMINA,2015-11-01T00:00:00Z,omanensis_TGACCA-ACTGG,5,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T16:39:00Z,1,,16.969,55.085
SRR2568071,OTHER,81,48796911,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151429,Model organism or animal,not collected,31533045,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2011-08-09,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309430,Saudi Arabia,Asia,Saudi Arabia: Burcan,Illumina HiSeq 2000,not collected,27.91 N 35.065 E,site10_Amph_Bur13_AGCTA-ACTTGA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site10_Amph_Bur13_AGCTA-ACTTGA,43,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:40:00Z,1,,27.91,35.065
SRR2568072,OTHER,81,106511598,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151430,Model organism or animal,not collected,67532330,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2011-08-09,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309431,Saudi Arabia,Asia,Saudi Arabia: Burcan,Illumina HiSeq 2000,not collected,27.91 N 35.065 E,site10_Amph_Bur14_GCATG-GATCAG,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site10_Amph_Bur14_GCATG-GATCAG,44,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:40:00Z,1,,27.91,35.065
SRR2568073,OTHER,81,108013824,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151431,Model organism or animal,not collected,71925954,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2011-08-09,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309432,Saudi Arabia,Asia,Saudi Arabia: Burcan,Illumina HiSeq 2000,not collected,27.91 N 35.065 E,site10_Amph_Bur15_AGCTA-GATCAG,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site10_Amph_Bur15_AGCTA-GATCAG,45,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:41:00Z,1,,27.91,35.065
SRR2568074,OTHER,81,147304737,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151432,Model organism or animal,not collected,93472829,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2011-08-09,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309433,Saudi Arabia,Asia,Saudi Arabia: Burcan,Illumina HiSeq 2000,not collected,27.91 N 35.065 E,site10_Amph_Bur16_GCATG-TAGCTT,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site10_Amph_Bur16_GCATG-TAGCTT,46,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:44:00Z,1,,27.91,35.065
SRR2568075,OTHER,81,80696898,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151433,Model organism or animal,not collected,53874499,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2011-08-09,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309434,Saudi Arabia,Asia,Saudi Arabia: Burcan,Illumina HiSeq 2000,not collected,27.91 N 35.065 E,site10_Amph_Bur17_AGCTA-TAGCTT,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site10_Amph_Bur17_AGCTA-TAGCTT,47,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:44:00Z,1,,27.91,35.065
SRR2568076,OTHER,81,159155280,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151434,Model organism or animal,not collected,100999236,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2011-08-09,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309435,Saudi Arabia,Asia,Saudi Arabia: Burcan,Illumina HiSeq 2000,not collected,27.91 N 35.065 E,site10_Amph_Bur18_GCATG-GGCTAC,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site10_Amph_Bur18_GCATG-GGCTAC,48,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:44:00Z,1,,27.91,35.065
SRR2568077,OTHER,81,85083129,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151435,Model organism or animal,not collected,56294548,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2011-08-09,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309436,Saudi Arabia,Asia,Saudi Arabia: Burcan,Illumina HiSeq 2000,not collected,27.91 N 35.065 E,site10_Amph_Bur19_AGCTA-GGCTAC,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site10_Amph_Bur19_AGCTA-GGCTAC,49,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:44:00Z,1,,27.91,35.065
SRR2568078,OTHER,81,129384459,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151436,Model organism or animal,not collected,82646627,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2011-08-09,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309437,Saudi Arabia,Asia,Saudi Arabia: Burcan,Illumina HiSeq 2000,not collected,27.91 N 35.065 E,site10_Amph_Bur20_GCATG-CTTGTA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site10_Amph_Bur20_GCATG-CTTGTA,50,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:44:00Z,1,,27.91,35.065
SRR2568079,OTHER,81,57359178,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151437,Model organism or animal,not collected,38407158,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Gerrit Nanninga,2011-08-09,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309438,Saudi Arabia,Asia,Saudi Arabia: Burcan,Illumina HiSeq 2000,not collected,27.91 N 35.065 E,site10_Amph_Bur21_AGCTA-CTTGTA,SINGLE,Restriction Digest,GENOMIC,Amphiprion bicinctus,ILLUMINA,2015-11-01T00:00:00Z,site10_Amph_Bur21_AGCTA-CTTGTA,51,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:44:00Z,1,,27.91,35.065
SRR2568080,OTHER,81,31413825,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151395,Model organism or animal,not collected,19271601,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Hugo Harrison,2007-01-01,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309439,Oman,Asia,Oman,Illumina HiSeq 2000,not collected,16.969 N 55.085 E,site12_Amph_593_TCGAT-TAGCTT,SINGLE,Restriction Digest,GENOMIC,Amphiprion omanensis,ILLUMINA,2015-11-01T00:00:00Z,site12_Amph_593_TCGAT-TAGCTT,9,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:44:00Z,1,,16.969,55.085
SRR2568081,OTHER,81,118311435,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151392,Model organism or animal,not collected,93301915,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Hugo Harrison,2007-01-01,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309440,Oman,Asia,Oman,Illumina HiSeq 2000,not collected,16.969 N 55.085 E,omanensis_TGACCA_ACTTC,SINGLE,Restriction Digest,GENOMIC,Amphiprion omanensis,ILLUMINA,2015-11-01T00:00:00Z,omanensis_TGACCA-ACTTC,6,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T16:42:00Z,1,,16.969,55.085
SRR2568082,OTHER,81,29369628,Dr. Michael Berumen Red Sea Research Center King Abdullah University of Science and Technology Thuwal 23955 Saudi Arabia,PRJNA294760,SAMN04151396,Model organism or animal,not collected,18688577,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Hugo Harrison,2007-01-01,public,not collected,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Adult,not collected,SRX1309441,Oman,Asia,Oman,Illumina HiSeq 2000,not collected,16.969 N 55.085 E,site13_Amph_206_AATTA-TAGCTT,SINGLE,Restriction Digest,GENOMIC,Amphiprion omanensis,ILLUMINA,2015-11-01T00:00:00Z,site13_Amph_206_AATTA-TAGCTT,10,tissue,not collected,SRP064543,Ethanol,not collected,fin/gill,2015-10-07T03:44:00Z,1,,16.969,55.085
